EmployeeID,Grade,TotalWorkingYears,YearsAtCompany,PerformanceRating,AverageRating,YearsSinceLastPromotion,PreviousHikePercent,ExpFactor,Loyalty,Promotion,RatingFact,Score,Hike
411213,2,20,9,1,4,2,14,1,0.45,0,0.8,2.25,10.12
534292,2,20,9,1,4,3,0,1,0.45,1,0.8,3.25,10.62
6889,2,20,9,1,4,3,5,1,0.45,1,0.8,2.25,10.12
332647,2,20,9,1,4,3,10,1,0.45,1,0.8,3.25,10.62
357772,2,20,9,1,4,3,14,1,0.45,1,0.8,3.25,10.62
577350,2,20,9,1,4,5,0,1,0.45,1,0.8,3.25,10.62
112290,2,20,9,1,4,5,5,1,0.45,1,0.8,2.25,10.12
891004,2,20,9,1,4,5,10,1,0.45,1,0.8,3.25,10.62
788200,2,20,9,1,4,5,14,1,0.45,1,0.8,3.25,10.62
871785,2,20,9,2,2,0,0,1,0.45,0,0.8,2.25,10.12
153433,2,20,9,2,2,0,5,1,0.45,0,0.8,1.25,9.62
170410,2,20,9,2,2,0,10,1,0.45,0,0.8,2.25,10.12
654936,2,20,9,2,2,0,14,1,0.45,0,0.8,2.25,10.12
319869,2,20,9,2,2,2,0,1,0.45,0,0.8,2.25,10.12
583186,2,20,9,2,2,2,5,1,0.45,0,0.8,1.25,9.62
228125,2,20,9,2,2,2,10,1,0.45,0,0.8,2.25,10.12
337555,2,20,9,2,2,2,14,1,0.45,0,0.8,2.25,10.12
816588,2,20,9,2,2,3,0,1,0.45,0,0.8,2.25,10.12
685332,2,20,9,2,2,3,5,1,0.45,0,0.8,1.25,9.62
15490,2,20,9,2,2,3,10,1,0.45,0,0.8,2.25,10.12
502588,2,20,9,2,2,3,14,1,0.45,0,0.8,2.25,10.12
250002,2,20,9,2,2,5,0,1,0.45,0,0.8,2.25,10.12
670556,2,20,9,2,2,5,5,1,0.45,0,0.8,1.25,9.62
451513,2,20,9,2,2,5,10,1,0.45,0,0.8,2.25,10.12
538142,2,20,9,2,2,5,14,1,0.45,0,0.8,2.25,10.12
666447,2,20,9,2,3,0,0,1,0.45,0,2.4,3.85,10.93
821373,2,20,9,2,3,0,5,1,0.45,0,2.4,2.85,10.43
933257,2,20,9,2,3,0,10,1,0.45,0,2.4,3.85,10.93
408231,2,20,9,2,3,0,14,1,0.45,0,2.4,3.85,10.93
13729,2,20,9,2,3,2,0,1,0.45,0,2.4,3.85,10.93
274680,2,20,9,2,3,2,5,1,0.45,0,2.4,2.85,10.43
409125,2,20,9,2,3,2,10,1,0.45,0,2.4,3.85,10.93
231386,2,20,9,2,3,2,14,1,0.45,0,2.4,3.85,10.93
777032,2,20,9,2,3,3,0,1,0.45,0,2.4,3.85,10.93
140096,2,20,9,2,3,3,5,1,0.45,0,2.4,2.85,10.43
812736,2,20,9,2,3,3,10,1,0.45,0,2.4,3.85,10.93
95945,2,20,9,2,3,3,14,1,0.45,0,2.4,3.85,10.93
430266,2,20,9,2,3,5,0,1,0.45,0,2.4,3.85,10.93
299378,2,20,9,2,3,5,5,1,0.45,0,2.4,2.85,10.43
10667,2,20,9,2,3,5,10,1,0.45,0,2.4,3.85,10.93
410457,2,20,9,2,3,5,14,1,0.45,0,2.4,3.85,10.93
29437,2,20,9,2,4,0,0,1,0.45,0,2.4,3.85,10.93
435281,2,20,9,2,4,0,5,1,0.45,0,2.4,2.85,10.43
683933,2,20,9,2,4,0,10,1,0.45,0,2.4,3.85,10.93
787039,2,20,9,2,4,0,14,1,0.45,0,2.4,3.85,10.93
480321,2,20,9,2,4,2,0,1,0.45,0,2.4,3.85,10.93
897277,2,20,9,2,4,2,5,1,0.45,0,2.4,2.85,10.43
962638,2,20,9,2,4,2,10,1,0.45,0,2.4,3.85,10.93
429250,2,20,9,2,4,2,14,1,0.45,0,2.4,3.85,10.93
674408,2,20,9,2,4,3,0,1,0.45,1,2.4,4.85,11.43
30466,2,20,9,2,4,3,5,1,0.45,1,2.4,3.85,10.93
956269,2,20,9,2,4,3,10,1,0.45,1,2.4,4.85,11.43
554637,2,20,9,2,4,3,14,1,0.45,1,2.4,4.85,11.43
209246,2,20,9,2,4,5,0,1,0.45,1,2.4,4.85,11.43
383998,2,20,9,2,4,5,5,1,0.45,1,2.4,3.85,10.93
516956,2,20,9,2,4,5,10,1,0.45,1,2.4,4.85,11.43
757448,2,20,9,2,4,5,14,1,0.45,1,2.4,4.85,11.43
568323,2,20,9,3,2,0,0,1,0.45,0,2.4,3.85,10.93
353630,2,20,9,3,2,0,5,1,0.45,0,2.4,2.85,10.43
713200,2,20,9,3,2,0,10,1,0.45,0,2.4,3.85,10.93
34006,2,20,9,3,2,0,14,1,0.45,0,2.4,3.85,10.93
368968,2,20,9,3,2,2,0,1,0.45,0,2.4,3.85,10.93
555443,2,20,9,3,2,2,5,1,0.45,0,2.4,2.85,10.43
413708,2,20,9,3,2,2,10,1,0.45,0,2.4,3.85,10.93
36508,2,20,9,3,2,2,14,1,0.45,0,2.4,3.85,10.93
946449,2,20,9,3,2,3,0,1,0.45,0,2.4,3.85,10.93
862677,2,20,9,3,2,3,5,1,0.45,0,2.4,2.85,10.43
411331,2,20,9,3,2,3,10,1,0.45,0,2.4,3.85,10.93
572225,2,20,9,3,2,3,14,1,0.45,0,2.4,3.85,10.93
135379,2,20,9,3,2,5,0,1,0.45,0,2.4,3.85,10.93
299184,2,20,9,3,2,5,5,1,0.45,0,2.4,2.85,10.43
976201,2,20,9,3,2,5,10,1,0.45,0,2.4,3.85,10.93
530230,2,20,9,3,2,5,14,1,0.45,0,2.4,3.85,10.93
982856,2,20,9,3,3,0,0,1,0.45,0,4.5,5.95,11.97
290376,2,20,9,3,3,0,5,1,0.45,0,4.5,4.95,11.47
678027,2,20,9,3,3,0,10,1,0.45,0,4.5,5.95,11.97
601004,2,20,9,3,3,0,14,1,0.45,0,4.5,5.95,11.97
297201,2,20,9,3,3,2,0,1,0.45,0,4.5,5.95,11.97
762163,2,20,9,3,3,2,5,1,0.45,0,4.5,4.95,11.47
977280,2,20,9,3,3,2,10,1,0.45,0,4.5,5.95,11.97
799974,2,20,9,3,3,2,14,1,0.45,0,4.5,5.95,11.97
975730,2,20,9,3,3,3,0,1,0.45,0,4.5,5.95,11.97
228409,2,20,9,3,3,3,5,1,0.45,0,4.5,4.95,11.47
706368,2,20,9,3,3,3,10,1,0.45,0,4.5,5.95,11.97
992452,2,20,9,3,3,3,14,1,0.45,0,4.5,5.95,11.97
424248,2,20,9,3,3,5,0,1,0.45,0,4.5,5.95,11.97
525994,2,20,9,3,3,5,5,1,0.45,0,4.5,4.95,11.47
910016,2,20,9,3,3,5,10,1,0.45,0,4.5,5.95,11.97
652903,2,20,9,3,3,5,14,1,0.45,0,4.5,5.95,11.97
588897,2,20,9,3,4,0,0,1,0.45,0,4.5,5.95,11.97
507677,2,20,9,3,4,0,5,1,0.45,0,4.5,4.95,11.47
436804,2,20,9,3,4,0,10,1,0.45,0,4.5,5.95,11.97
80021,2,20,9,3,4,0,14,1,0.45,0,4.5,5.95,11.97
978067,2,20,9,3,4,2,0,1,0.45,0,4.5,5.95,11.97
971250,2,20,9,3,4,2,5,1,0.45,0,4.5,4.95,11.47
892615,2,20,9,3,4,2,10,1,0.45,0,4.5,5.95,11.97
21123,2,20,9,3,4,2,14,1,0.45,0,4.5,5.95,11.97
944280,2,20,9,3,4,3,0,1,0.45,1,4.5,6.95,12.48
778327,2,20,9,3,4,3,5,1,0.45,1,4.5,5.95,11.97
718527,2,20,9,3,4,3,10,1,0.45,1,4.5,6.95,12.48
416595,2,20,9,3,4,3,14,1,0.45,1,4.5,6.95,12.48
205226,2,20,9,3,4,5,0,1,0.45,1,4.5,6.95,12.48
697337,2,20,9,3,4,5,5,1,0.45,1,4.5,5.95,11.97
160333,2,20,9,3,4,5,10,1,0.45,1,4.5,6.95,12.48
812255,2,20,9,3,4,5,14,1,0.45,1,4.5,6.95,12.48
706810,2,20,9,4,2,0,0,1,0.45,0,4.5,5.95,11.97
179853,2,20,9,4,2,0,5,1,0.45,0,4.5,4.95,11.47
830203,2,20,9,4,2,0,10,1,0.45,0,4.5,5.95,11.97
635294,2,20,9,4,2,0,14,1,0.45,0,4.5,5.95,11.97
657388,2,20,9,4,2,2,0,1,0.45,0,4.5,5.95,11.97
98706,2,20,9,4,2,2,5,1,0.45,0,4.5,4.95,11.47
324063,2,20,9,4,2,2,10,1,0.45,0,4.5,5.95,11.97
788089,2,20,9,4,2,2,14,1,0.45,0,4.5,5.95,11.97
872371,2,20,9,4,2,3,0,1,0.45,0,4.5,5.95,11.97
380376,2,20,9,4,2,3,5,1,0.45,0,4.5,4.95,11.47
847538,2,20,9,4,2,3,10,1,0.45,0,4.5,5.95,11.97
569055,2,20,9,4,2,3,14,1,0.45,0,4.5,5.95,11.97
140840,2,20,9,4,2,5,0,1,0.45,0,4.5,5.95,11.97
138368,2,20,9,4,2,5,5,1,0.45,0,4.5,4.95,11.47
720051,2,20,9,4,2,5,10,1,0.45,0,4.5,5.95,11.97
897978,2,20,9,4,2,5,14,1,0.45,0,4.5,5.95,11.97
387350,2,20,9,4,3,0,0,1,0.45,0,7.2,8.65,13.32
998729,2,20,9,4,3,0,5,1,0.45,0,7.2,7.65,12.82
109394,2,20,9,4,3,0,10,1,0.45,0,7.2,8.65,13.32
854585,2,20,9,4,3,0,14,1,0.45,0,7.2,8.65,13.32
249155,2,20,9,4,3,2,0,1,0.45,0,7.2,8.65,13.32
116184,2,20,9,4,3,2,5,1,0.45,0,7.2,7.65,12.82
247853,2,20,9,4,3,2,10,1,0.45,0,7.2,8.65,13.32
898822,2,20,9,4,3,2,14,1,0.45,0,7.2,8.65,13.32
680903,2,20,9,4,3,3,0,1,0.45,0,7.2,8.65,13.32
448124,2,20,9,4,3,3,5,1,0.45,0,7.2,7.65,12.82
573663,2,20,9,4,3,3,10,1,0.45,0,7.2,8.65,13.32
252805,2,20,9,4,3,3,14,1,0.45,0,7.2,8.65,13.32
84070,2,20,9,4,3,5,0,1,0.45,0,7.2,8.65,13.32
172323,2,20,9,4,3,5,5,1,0.45,0,7.2,7.65,12.82
480036,2,20,9,4,3,5,10,1,0.45,0,7.2,8.65,13.32
178931,2,20,9,4,3,5,14,1,0.45,0,7.2,8.65,13.32
242322,2,20,9,4,4,0,0,1,0.45,0,7.2,8.65,13.32
789020,2,20,9,4,4,0,5,1,0.45,0,7.2,7.65,12.82
407981,2,20,9,4,4,0,10,1,0.45,0,7.2,8.65,13.32
84835,2,20,9,4,4,0,14,1,0.45,0,7.2,8.65,13.32
215706,2,20,9,4,4,2,0,1,0.45,0,7.2,8.65,13.32
637755,2,20,9,4,4,2,5,1,0.45,0,7.2,7.65,12.82
568085,2,20,9,4,4,2,10,1,0.45,0,7.2,8.65,13.32
372075,2,20,9,4,4,2,14,1,0.45,0,7.2,8.65,13.32
153660,2,20,9,4,4,3,0,1,0.45,1,7.2,9.65,13.82
532146,2,20,9,4,4,3,5,1,0.45,1,7.2,8.65,13.32
774997,2,20,9,4,4,3,10,1,0.45,1,7.2,9.65,13.82
508992,2,20,9,4,4,3,14,1,0.45,1,7.2,9.65,13.82
319423,2,20,9,4,4,5,0,1,0.45,1,7.2,9.65,13.82
209393,2,20,9,4,4,5,5,1,0.45,1,7.2,8.65,13.32
76975,2,20,9,4,4,5,10,1,0.45,1,7.2,9.65,13.82
263587,2,20,9,4,4,5,14,1,0.45,1,7.2,9.65,13.82
486288,2,20,9,5,2,0,0,1,0.45,0,7.2,8.65,13.32
662949,2,20,9,5,2,0,5,1,0.45,0,7.2,7.65,12.82
343685,2,20,9,5,2,0,10,1,0.45,0,7.2,8.65,13.32
254054,2,20,9,5,2,0,14,1,0.45,0,7.2,8.65,13.32
912183,2,20,9,5,2,2,0,1,0.45,0,7.2,8.65,13.32
219581,2,20,9,5,2,2,5,1,0.45,0,7.2,7.65,12.82
291272,2,20,9,5,2,2,10,1,0.45,0,7.2,8.65,13.32
343972,2,20,9,5,2,2,14,1,0.45,0,7.2,8.65,13.32
61997,2,20,9,5,2,3,0,1,0.45,0,7.2,8.65,13.32
645902,2,20,9,5,2,3,5,1,0.45,0,7.2,7.65,12.82
449008,2,20,9,5,2,3,10,1,0.45,0,7.2,8.65,13.32
589864,2,20,9,5,2,3,14,1,0.45,0,7.2,8.65,13.32
701314,2,20,9,5,2,5,0,1,0.45,0,7.2,8.65,13.32
232870,2,20,9,5,2,5,5,1,0.45,0,7.2,7.65,12.82
244027,2,20,9,5,2,5,10,1,0.45,0,7.2,8.65,13.32
845707,2,20,9,5,2,5,14,1,0.45,0,7.2,8.65,13.32
281037,2,20,9,5,3,0,0,1,0.45,0,10.0,10,14.0
932937,2,20,9,5,3,0,5,1,0.45,0,10.0,9,13.5
400387,2,20,9,5,3,0,10,1,0.45,0,10.0,10,14.0
155654,2,20,9,5,3,0,14,1,0.45,0,10.0,10,14.0
949732,2,20,9,5,3,2,0,1,0.45,0,10.0,10,14.0
840916,2,20,9,5,3,2,5,1,0.45,0,10.0,9,13.5
758690,2,20,9,5,3,2,10,1,0.45,0,10.0,10,14.0
501382,2,20,9,5,3,2,14,1,0.45,0,10.0,10,14.0
485257,2,20,9,5,3,3,0,1,0.45,0,10.0,10,14.0
677988,2,20,9,5,3,3,5,1,0.45,0,10.0,9,13.5
782437,2,20,9,5,3,3,10,1,0.45,0,10.0,10,14.0
403917,2,20,9,5,3,3,14,1,0.45,0,10.0,10,14.0
62993,2,20,9,5,3,5,0,1,0.45,0,10.0,10,14.0
331021,2,20,9,5,3,5,5,1,0.45,0,10.0,9,13.5
896178,2,20,9,5,3,5,10,1,0.45,0,10.0,10,14.0
437320,2,20,9,5,3,5,14,1,0.45,0,10.0,10,14.0
112888,2,20,9,5,4,0,0,1,0.45,0,10.0,10,14.0
874746,2,20,9,5,4,0,5,1,0.45,0,10.0,9,13.5
468535,2,20,9,5,4,0,10,1,0.45,0,10.0,10,14.0
461041,2,20,9,5,4,0,14,1,0.45,0,10.0,10,14.0
782699,2,20,9,5,4,2,0,1,0.45,0,10.0,10,14.0
607252,2,20,9,5,4,2,5,1,0.45,0,10.0,9,13.5
564542,2,20,9,5,4,2,10,1,0.45,0,10.0,10,14.0
575870,2,20,9,5,4,2,14,1,0.45,0,10.0,10,14.0
36736,2,20,9,5,4,3,0,1,0.45,1,10.0,10,14.0
254640,2,20,9,5,4,3,5,1,0.45,1,10.0,9,13.5
891583,2,20,9,5,4,3,10,1,0.45,1,10.0,10,14.0
905617,2,20,9,5,4,3,14,1,0.45,1,10.0,10,14.0
688890,2,20,9,5,4,5,0,1,0.45,1,10.0,10,14.0
452318,2,20,9,5,4,5,5,1,0.45,1,10.0,9,13.5
448070,2,20,9,5,4,5,10,1,0.45,1,10.0,10,14.0
21548,2,20,9,5,4,5,14,1,0.45,1,10.0,10,14.0
466338,2,20,14,1,2,0,0,1,0.7,0,0.0,1.7,9.85
528017,2,20,14,1,2,0,5,1,0.7,0,0.0,0.7,9.35
404133,2,20,14,1,2,0,10,1,0.7,0,0.0,1.7,9.85
31076,2,20,14,1,2,0,14,1,0.7,0,0.0,1.7,9.85
106514,2,20,14,1,2,2,0,1,0.7,0,0.0,1.7,9.85
158423,2,20,14,1,2,2,5,1,0.7,0,0.0,0.7,9.35
522324,2,20,14,1,2,2,10,1,0.7,0,0.0,1.7,9.85
28319,2,20,14,1,2,2,14,1,0.7,0,0.0,1.7,9.85
146877,2,20,14,1,2,3,0,1,0.7,0,0.0,1.7,9.85
39044,2,20,14,1,2,3,5,1,0.7,0,0.0,0.7,9.35
252994,2,20,14,1,2,3,10,1,0.7,0,0.0,1.7,9.85
743627,2,20,14,1,2,3,14,1,0.7,0,0.0,1.7,9.85
675398,2,20,14,1,2,5,0,1,0.7,0,0.0,1.7,9.85
845936,2,20,14,1,2,5,5,1,0.7,0,0.0,0.7,9.35
370004,2,20,14,1,2,5,10,1,0.7,0,0.0,1.7,9.85
727589,2,20,14,1,2,5,14,1,0.7,0,0.0,1.7,9.85
61344,2,20,14,1,3,0,0,1,0.7,0,0.8,2.5,10.25
394866,2,20,14,1,3,0,5,1,0.7,0,0.8,1.5,9.75
151983,2,20,14,1,3,0,10,1,0.7,0,0.8,2.5,10.25
366567,2,20,14,1,3,0,14,1,0.7,0,0.8,2.5,10.25
241853,2,20,14,1,3,2,0,1,0.7,0,0.8,2.5,10.25
554608,2,20,14,1,3,2,5,1,0.7,0,0.8,1.5,9.75
153144,2,20,14,1,3,2,10,1,0.7,0,0.8,2.5,10.25
477673,2,20,14,1,3,2,14,1,0.7,0,0.8,2.5,10.25
264001,2,20,14,1,3,3,0,1,0.7,0,0.8,2.5,10.25
844926,2,20,14,1,3,3,5,1,0.7,0,0.8,1.5,9.75
23850,2,20,14,1,3,3,10,1,0.7,0,0.8,2.5,10.25
876978,2,20,14,1,3,3,14,1,0.7,0,0.8,2.5,10.25
305721,2,20,14,1,3,5,0,1,0.7,0,0.8,2.5,10.25
767346,2,20,14,1,3,5,5,1,0.7,0,0.8,1.5,9.75
385825,2,20,14,1,3,5,10,1,0.7,0,0.8,2.5,10.25
32154,2,20,14,1,3,5,14,1,0.7,0,0.8,2.5,10.25
686325,2,20,14,1,4,0,0,1,0.7,0,0.8,2.5,10.25
231529,2,20,14,1,4,0,5,1,0.7,0,0.8,1.5,9.75
152997,2,20,14,1,4,0,10,1,0.7,0,0.8,2.5,10.25
842835,2,20,14,1,4,0,14,1,0.7,0,0.8,2.5,10.25
565374,2,20,14,1,4,2,0,1,0.7,0,0.8,2.5,10.25
141287,2,20,14,1,4,2,5,1,0.7,0,0.8,1.5,9.75
586224,2,20,14,1,4,2,10,1,0.7,0,0.8,2.5,10.25
276291,2,20,14,1,4,2,14,1,0.7,0,0.8,2.5,10.25
782242,2,20,14,1,4,3,0,1,0.7,1,0.8,3.5,10.75
589260,2,20,14,1,4,3,5,1,0.7,1,0.8,2.5,10.25
345720,2,20,14,1,4,3,10,1,0.7,1,0.8,3.5,10.75
841899,2,20,14,1,4,3,14,1,0.7,1,0.8,3.5,10.75
693677,2,20,14,1,4,5,0,1,0.7,1,0.8,3.5,10.75
202840,2,20,14,1,4,5,5,1,0.7,1,0.8,2.5,10.25
488233,2,20,14,1,4,5,10,1,0.7,1,0.8,3.5,10.75
158115,2,20,14,1,4,5,14,1,0.7,1,0.8,3.5,10.75
995757,2,20,14,2,2,0,0,1,0.7,0,0.8,2.5,10.25
729413,2,20,14,2,2,0,5,1,0.7,0,0.8,1.5,9.75
612955,2,20,14,2,2,0,10,1,0.7,0,0.8,2.5,10.25
167871,2,20,14,2,2,0,14,1,0.7,0,0.8,2.5,10.25
334894,2,20,14,2,2,2,0,1,0.7,0,0.8,2.5,10.25
981145,2,20,14,2,2,2,5,1,0.7,0,0.8,1.5,9.75
775607,2,20,14,2,2,2,10,1,0.7,0,0.8,2.5,10.25
421948,2,20,14,2,2,2,14,1,0.7,0,0.8,2.5,10.25
106268,2,20,14,2,2,3,0,1,0.7,0,0.8,2.5,10.25
922544,2,20,14,2,2,3,5,1,0.7,0,0.8,1.5,9.75
405554,2,20,14,2,2,3,10,1,0.7,0,0.8,2.5,10.25
621523,2,20,14,2,2,3,14,1,0.7,0,0.8,2.5,10.25
545865,2,20,14,2,2,5,0,1,0.7,0,0.8,2.5,10.25
507769,2,20,14,2,2,5,5,1,0.7,0,0.8,1.5,9.75
993294,2,20,14,2,2,5,10,1,0.7,0,0.8,2.5,10.25
345894,2,20,14,2,2,5,14,1,0.7,0,0.8,2.5,10.25
162537,2,20,14,2,3,0,0,1,0.7,0,2.4,4.1,11.05
335218,2,20,14,2,3,0,5,1,0.7,0,2.4,3.1,10.55
819424,2,20,14,2,3,0,10,1,0.7,0,2.4,4.1,11.05
175463,2,20,14,2,3,0,14,1,0.7,0,2.4,4.1,11.05
5461,2,20,14,2,3,2,0,1,0.7,0,2.4,4.1,11.05
624056,2,20,14,2,3,2,5,1,0.7,0,2.4,3.1,10.55
975843,2,20,14,2,3,2,10,1,0.7,0,2.4,4.1,11.05
534295,2,20,14,2,3,2,14,1,0.7,0,2.4,4.1,11.05
497205,2,20,14,2,3,3,0,1,0.7,0,2.4,4.1,11.05
771128,2,20,14,2,3,3,5,1,0.7,0,2.4,3.1,10.55
116003,2,20,14,2,3,3,10,1,0.7,0,2.4,4.1,11.05
816603,2,20,14,2,3,3,14,1,0.7,0,2.4,4.1,11.05
730921,2,20,14,2,3,5,0,1,0.7,0,2.4,4.1,11.05
619435,2,20,14,2,3,5,5,1,0.7,0,2.4,3.1,10.55
301710,2,20,14,2,3,5,10,1,0.7,0,2.4,4.1,11.05
847333,2,20,14,2,3,5,14,1,0.7,0,2.4,4.1,11.05
66428,2,20,14,2,4,0,0,1,0.7,0,2.4,4.1,11.05
957823,2,20,14,2,4,0,5,1,0.7,0,2.4,3.1,10.55
196794,2,20,14,2,4,0,10,1,0.7,0,2.4,4.1,11.05
524789,2,20,14,2,4,0,14,1,0.7,0,2.4,4.1,11.05
954751,2,20,14,2,4,2,0,1,0.7,0,2.4,4.1,11.05
942570,2,20,14,2,4,2,5,1,0.7,0,2.4,3.1,10.55
886263,2,20,14,2,4,2,10,1,0.7,0,2.4,4.1,11.05
34269,2,20,14,2,4,2,14,1,0.7,0,2.4,4.1,11.05
315055,2,20,14,2,4,3,0,1,0.7,1,2.4,5.1,11.55
646524,2,20,14,2,4,3,5,1,0.7,1,2.4,4.1,11.05
388137,2,20,14,2,4,3,10,1,0.7,1,2.4,5.1,11.55
146995,2,20,14,2,4,3,14,1,0.7,1,2.4,5.1,11.55
578287,2,20,14,2,4,5,0,1,0.7,1,2.4,5.1,11.55
829408,2,20,14,2,4,5,5,1,0.7,1,2.4,4.1,11.05
643678,2,20,14,2,4,5,10,1,0.7,1,2.4,5.1,11.55
867186,2,20,14,2,4,5,14,1,0.7,1,2.4,5.1,11.55
641523,2,20,14,3,2,0,0,1,0.7,0,2.4,4.1,11.05
711217,2,20,14,3,2,0,5,1,0.7,0,2.4,3.1,10.55
411634,2,20,14,3,2,0,10,1,0.7,0,2.4,4.1,11.05
444581,2,20,14,3,2,0,14,1,0.7,0,2.4,4.1,11.05
6692,2,20,14,3,2,2,0,1,0.7,0,2.4,4.1,11.05
375639,2,20,14,3,2,2,5,1,0.7,0,2.4,3.1,10.55
314073,2,20,14,3,2,2,10,1,0.7,0,2.4,4.1,11.05
106659,2,20,14,3,2,2,14,1,0.7,0,2.4,4.1,11.05
469451,2,20,14,3,2,3,0,1,0.7,0,2.4,4.1,11.05
573093,2,20,14,3,2,3,5,1,0.7,0,2.4,3.1,10.55
249514,2,20,14,3,2,3,10,1,0.7,0,2.4,4.1,11.05
91252,2,20,14,3,2,3,14,1,0.7,0,2.4,4.1,11.05
941992,2,20,14,3,2,5,0,1,0.7,0,2.4,4.1,11.05
914998,2,20,14,3,2,5,5,1,0.7,0,2.4,3.1,10.55
668049,2,20,14,3,2,5,10,1,0.7,0,2.4,4.1,11.05
742084,2,20,14,3,2,5,14,1,0.7,0,2.4,4.1,11.05
628056,2,20,14,3,3,0,0,1,0.7,0,4.5,6.2,12.1
356876,2,20,14,3,3,0,5,1,0.7,0,4.5,5.2,11.6
216249,2,20,14,3,3,0,10,1,0.7,0,4.5,6.2,12.1
916715,2,20,14,3,3,0,14,1,0.7,0,4.5,6.2,12.1
695353,2,20,14,3,3,2,0,1,0.7,0,4.5,6.2,12.1
871615,2,20,14,3,3,2,5,1,0.7,0,4.5,5.2,11.6
501276,2,20,14,3,3,2,10,1,0.7,0,4.5,6.2,12.1
394683,2,20,14,3,3,2,14,1,0.7,0,4.5,6.2,12.1
558572,2,20,14,3,3,3,0,1,0.7,0,4.5,6.2,12.1
90577,2,20,14,3,3,3,5,1,0.7,0,4.5,5.2,11.6
885032,2,20,14,3,3,3,10,1,0.7,0,4.5,6.2,12.1
284053,2,20,14,3,3,3,14,1,0.7,0,4.5,6.2,12.1
858047,2,20,14,3,3,5,0,1,0.7,0,4.5,6.2,12.1
55531,2,20,14,3,3,5,5,1,0.7,0,4.5,5.2,11.6
945697,2,20,14,3,3,5,10,1,0.7,0,4.5,6.2,12.1
758839,2,20,14,3,3,5,14,1,0.7,0,4.5,6.2,12.1
917003,2,20,14,3,4,0,0,1,0.7,0,4.5,6.2,12.1
100693,2,20,14,3,4,0,5,1,0.7,0,4.5,5.2,11.6
823068,2,20,14,3,4,0,10,1,0.7,0,4.5,6.2,12.1
515252,2,20,14,3,4,0,14,1,0.7,0,4.5,6.2,12.1
680611,2,20,14,3,4,2,0,1,0.7,0,4.5,6.2,12.1
931816,2,20,14,3,4,2,5,1,0.7,0,4.5,5.2,11.6
370426,2,20,14,3,4,2,10,1,0.7,0,4.5,6.2,12.1
732484,2,20,14,3,4,2,14,1,0.7,0,4.5,6.2,12.1
490270,2,20,14,3,4,3,0,1,0.7,1,4.5,7.2,12.6
19369,2,20,14,3,4,3,5,1,0.7,1,4.5,6.2,12.1
25344,2,20,14,3,4,3,10,1,0.7,1,4.5,7.2,12.6
621412,2,20,14,3,4,3,14,1,0.7,1,4.5,7.2,12.6
207098,2,20,14,3,4,5,0,1,0.7,1,4.5,7.2,12.6
785880,2,20,14,3,4,5,5,1,0.7,1,4.5,6.2,12.1
444787,2,20,14,3,4,5,10,1,0.7,1,4.5,7.2,12.6
633466,2,20,14,3,4,5,14,1,0.7,1,4.5,7.2,12.6
277149,2,20,14,4,2,0,0,1,0.7,0,4.5,6.2,12.1
963701,2,20,14,4,2,0,5,1,0.7,0,4.5,5.2,11.6
756161,2,20,14,4,2,0,10,1,0.7,0,4.5,6.2,12.1
800686,2,20,14,4,2,0,14,1,0.7,0,4.5,6.2,12.1
496501,2,20,14,4,2,2,0,1,0.7,0,4.5,6.2,12.1
574210,2,20,14,4,2,2,5,1,0.7,0,4.5,5.2,11.6
995179,2,20,14,4,2,2,10,1,0.7,0,4.5,6.2,12.1
50342,2,20,14,4,2,2,14,1,0.7,0,4.5,6.2,12.1
130624,2,20,14,4,2,3,0,1,0.7,0,4.5,6.2,12.1
51181,2,20,14,4,2,3,5,1,0.7,0,4.5,5.2,11.6
211153,2,20,14,4,2,3,10,1,0.7,0,4.5,6.2,12.1
143046,2,20,14,4,2,3,14,1,0.7,0,4.5,6.2,12.1
401590,2,20,14,4,2,5,0,1,0.7,0,4.5,6.2,12.1
980321,2,20,14,4,2,5,5,1,0.7,0,4.5,5.2,11.6
255169,2,20,14,4,2,5,10,1,0.7,0,4.5,6.2,12.1
299689,2,20,14,4,2,5,14,1,0.7,0,4.5,6.2,12.1
125924,2,20,14,4,3,0,0,1,0.7,0,7.2,8.9,13.45
201006,2,20,14,4,3,0,5,1,0.7,0,7.2,7.9,12.95
654445,2,20,14,4,3,0,10,1,0.7,0,7.2,8.9,13.45
858140,2,20,14,4,3,0,14,1,0.7,0,7.2,8.9,13.45
376402,2,20,14,4,3,2,0,1,0.7,0,7.2,8.9,13.45
112058,2,20,14,4,3,2,5,1,0.7,0,7.2,7.9,12.95
414411,2,20,14,4,3,2,10,1,0.7,0,7.2,8.9,13.45
469436,2,20,14,4,3,2,14,1,0.7,0,7.2,8.9,13.45
2899,2,20,14,4,3,3,0,1,0.7,0,7.2,8.9,13.45
564906,2,20,14,4,3,3,5,1,0.7,0,7.2,7.9,12.95
958525,2,20,14,4,3,3,10,1,0.7,0,7.2,8.9,13.45
748887,2,20,14,4,3,3,14,1,0.7,0,7.2,8.9,13.45
198129,2,20,14,4,3,5,0,1,0.7,0,7.2,8.9,13.45
141139,2,20,14,4,3,5,5,1,0.7,0,7.2,7.9,12.95
366252,2,20,14,4,3,5,10,1,0.7,0,7.2,8.9,13.45
434767,2,20,14,4,3,5,14,1,0.7,0,7.2,8.9,13.45
