EmployeeID,Grade,TotalWorkingYears,YearsAtCompany,PerformanceRating,AverageRating,YearsSinceLastPromotion,PreviousHikePercent
886255,2,9,9,5,4,0,5
878313,2,9,9,5,4,0,10
72225,2,9,9,5,4,0,14
837929,2,9,9,5,4,2,0
343129,2,9,9,5,4,2,5
579864,2,9,9,5,4,2,10
490338,2,9,9,5,4,2,14
962592,2,9,9,5,4,3,0
29358,2,9,9,5,4,3,5
35099,2,9,9,5,4,3,10
107175,2,9,9,5,4,3,14
143422,2,9,9,5,4,5,0
212494,2,9,9,5,4,5,5
444740,2,9,9,5,4,5,10
12032,2,9,9,5,4,5,14
77605,2,14,1,1,1,0,0
137781,2,14,1,2,2,0,0
683829,2,14,1,3,3,0,0
247120,2,14,1,4,4,0,0
42699,2,14,1,5,5,0,0
858262,2,14,2,1,2,0,0
402622,2,14,2,1,2,0,5
249614,2,14,2,1,2,0,10
563267,2,14,2,1,2,0,14
339177,2,14,2,2,2,0,0
584574,2,14,2,2,2,0,5
415271,2,14,2,2,2,0,10
310067,2,14,2,2,2,0,14
630123,2,14,2,2,3,0,0
390097,2,14,2,2,3,0,5
11249,2,14,2,2,3,0,10
124692,2,14,2,2,3,0,14
697421,2,14,2,3,3,0,0
567819,2,14,2,3,3,0,5
239399,2,14,2,3,3,0,10
387616,2,14,2,3,3,0,14
338926,2,14,2,4,3,0,0
608960,2,14,2,4,3,0,5
374298,2,14,2,4,3,0,10
780794,2,14,2,4,3,0,14
184636,2,14,2,4,4,0,0
635195,2,14,2,4,4,0,5
280915,2,14,2,4,4,0,10
324150,2,14,2,4,4,0,14
228233,2,14,2,5,4,0,0
194973,2,14,2,5,4,0,5
404188,2,14,2,5,4,0,10
637842,2,14,2,5,4,0,14
987624,2,14,4,1,2,0,0
410521,2,14,4,1,2,0,5
137367,2,14,4,1,2,0,10
438683,2,14,4,1,2,0,14
146494,2,14,4,1,2,2,0
821525,2,14,4,1,2,2,5
995598,2,14,4,1,2,2,10
83394,2,14,4,1,2,2,14
405328,2,14,4,1,2,3,0
879346,2,14,4,1,2,3,5
651474,2,14,4,1,2,3,10
27213,2,14,4,1,2,3,14
992253,2,14,4,1,3,0,0
959544,2,14,4,1,3,0,5
203692,2,14,4,1,3,0,10
831397,2,14,4,1,3,0,14
216242,2,14,4,1,3,2,0
435346,2,14,4,1,3,2,5
623851,2,14,4,1,3,2,10
959044,2,14,4,1,3,2,14
167712,2,14,4,1,3,3,0
10104,2,14,4,1,3,3,5
921445,2,14,4,1,3,3,10
3873,2,14,4,1,3,3,14
471087,2,14,4,2,2,0,0
198924,2,14,4,2,2,0,5
20743,2,14,4,2,2,0,10
134869,2,14,4,2,2,0,14
138979,2,14,4,2,2,2,0
643612,2,14,4,2,2,2,5
609228,2,14,4,2,2,2,10
376787,2,14,4,2,2,2,14
884832,2,14,4,2,2,3,0
485716,2,14,4,2,2,3,5
985616,2,14,4,2,2,3,10
826369,2,14,4,2,2,3,14
558367,2,14,4,2,3,0,0
436952,2,14,4,2,3,0,5
419027,2,14,4,2,3,0,10
985624,2,14,4,2,3,0,14
669171,2,14,4,2,3,2,0
455545,2,14,4,2,3,2,5
453965,2,14,4,2,3,2,10
113987,2,14,4,2,3,2,14
158858,2,14,4,2,3,3,0
185396,2,14,4,2,3,3,5
609081,2,14,4,2,3,3,10
793290,2,14,4,2,3,3,14
865841,2,14,4,2,4,0,0
602262,2,14,4,2,4,0,5
830452,2,14,4,2,4,0,10
665561,2,14,4,2,4,0,14
180222,2,14,4,2,4,2,0
779221,2,14,4,2,4,2,5
905870,2,14,4,2,4,2,10
684220,2,14,4,2,4,2,14
865410,2,14,4,2,4,3,0
506931,2,14,4,2,4,3,5
259502,2,14,4,2,4,3,10
735765,2,14,4,2,4,3,14
905517,2,14,4,3,2,0,0
726041,2,14,4,3,2,0,5
309771,2,14,4,3,2,0,10
774504,2,14,4,3,2,0,14
620014,2,14,4,3,2,2,0
586528,2,14,4,3,2,2,5
738428,2,14,4,3,2,2,10
579737,2,14,4,3,2,2,14
110102,2,14,4,3,2,3,0
245082,2,14,4,3,2,3,5
604337,2,14,4,3,2,3,10
27515,2,14,4,3,2,3,14
560125,2,14,4,3,3,0,0
72495,2,14,4,3,3,0,5
766304,2,14,4,3,3,0,10
222919,2,14,4,3,3,0,14
203966,2,14,4,3,3,2,0
833929,2,14,4,3,3,2,5
345231,2,14,4,3,3,2,10
873572,2,14,4,3,3,2,14
758741,2,14,4,3,3,3,0
145805,2,14,4,3,3,3,5
555449,2,14,4,3,3,3,10
462686,2,14,4,3,3,3,14
46680,2,14,4,3,4,0,0
659567,2,14,4,3,4,0,5
158991,2,14,4,3,4,0,10
585127,2,14,4,3,4,0,14
79597,2,14,4,3,4,2,0
374505,2,14,4,3,4,2,5
902722,2,14,4,3,4,2,10
825582,2,14,4,3,4,2,14
608609,2,14,4,3,4,3,0
495271,2,14,4,3,4,3,5
641991,2,14,4,3,4,3,10
597270,2,14,4,3,4,3,14
127502,2,14,4,4,2,0,0
345154,2,14,4,4,2,0,5
660954,2,14,4,4,2,0,10
542999,2,14,4,4,2,0,14
677363,2,14,4,4,2,2,0
608965,2,14,4,4,2,2,5
87705,2,14,4,4,2,2,10
382685,2,14,4,4,2,2,14
237230,2,14,4,4,2,3,0
41610,2,14,4,4,2,3,5
487620,2,14,4,4,2,3,10
532561,2,14,4,4,2,3,14
999949,2,14,4,4,3,0,0
561687,2,14,4,4,3,0,5
733688,2,14,4,4,3,0,10
361635,2,14,4,4,3,0,14
697752,2,14,4,4,3,2,0
978844,2,14,4,4,3,2,5
684321,2,14,4,4,3,2,10
707527,2,14,4,4,3,2,14
753324,2,14,4,4,3,3,0
704731,2,14,4,4,3,3,5
203846,2,14,4,4,3,3,10
676345,2,14,4,4,3,3,14
507147,2,14,4,4,4,0,0
503967,2,14,4,4,4,0,5
394354,2,14,4,4,4,0,10
899817,2,14,4,4,4,0,14
621767,2,14,4,4,4,2,0
229718,2,14,4,4,4,2,5
595519,2,14,4,4,4,2,10
666806,2,14,4,4,4,2,14
471880,2,14,4,4,4,3,0
636881,2,14,4,4,4,3,5
258673,2,14,4,4,4,3,10
175116,2,14,4,4,4,3,14
254674,2,14,4,5,3,0,0
314366,2,14,4,5,3,0,5
800661,2,14,4,5,3,0,10
598841,2,14,4,5,3,0,14
638347,2,14,4,5,3,2,0
215041,2,14,4,5,3,2,5
672607,2,14,4,5,3,2,10
698620,2,14,4,5,3,2,14
214465,2,14,4,5,3,3,0
706922,2,14,4,5,3,3,5
357403,2,14,4,5,3,3,10
688975,2,14,4,5,3,3,14
919303,2,14,4,5,4,0,0
137448,2,14,4,5,4,0,5
1254,2,14,4,5,4,0,10
19445,2,14,4,5,4,0,14
53440,2,14,4,5,4,2,0
464640,2,14,4,5,4,2,5
64875,2,14,4,5,4,2,10
633061,2,14,4,5,4,2,14
786210,2,14,4,5,4,3,0
676108,2,14,4,5,4,3,5
578210,2,14,4,5,4,3,10
62243,2,14,4,5,4,3,14
400853,2,14,9,1,2,0,0
898246,2,14,9,1,2,0,5
479302,2,14,9,1,2,0,10
732526,2,14,9,1,2,0,14
695389,2,14,9,1,2,2,0
917359,2,14,9,1,2,2,5
601639,2,14,9,1,2,2,10
778433,2,14,9,1,2,2,14
353494,2,14,9,1,2,3,0
956896,2,14,9,1,2,3,5
263586,2,14,9,1,2,3,10
86727,2,14,9,1,2,3,14
76725,2,14,9,1,2,5,0
410609,2,14,9,1,2,5,5
299817,2,14,9,1,2,5,10
756608,2,14,9,1,2,5,14
17203,2,14,9,1,3,0,0
688361,2,14,9,1,3,0,5
571383,2,14,9,1,3,0,10
793667,2,14,9,1,3,0,14
895,2,14,9,1,3,2,0
860590,2,14,9,1,3,2,5
202754,2,14,9,1,3,2,10
190757,2,14,9,1,3,2,14
626506,2,14,9,1,3,3,0
528049,2,14,9,1,3,3,5
225349,2,14,9,1,3,3,10
189580,2,14,9,1,3,3,14
154785,2,14,9,1,3,5,0
170789,2,14,9,1,3,5,5
811724,2,14,9,1,3,5,10
754181,2,14,9,1,3,5,14
128491,2,14,9,1,4,0,0
202338,2,14,9,1,4,0,5
644849,2,14,9,1,4,0,10
221049,2,14,9,1,4,0,14
175096,2,14,9,1,4,2,0
255017,2,14,9,1,4,2,5
128294,2,14,9,1,4,2,10
470806,2,14,9,1,4,2,14
180958,2,14,9,1,4,3,0
305363,2,14,9,1,4,3,5
135305,2,14,9,1,4,3,10
423215,2,14,9,1,4,3,14
41307,2,14,9,1,4,5,0
34767,2,14,9,1,4,5,5
215683,2,14,9,1,4,5,10
382783,2,14,9,1,4,5,14
24192,2,14,9,2,2,0,0
985986,2,14,9,2,2,0,5
142311,2,14,9,2,2,0,10
694033,2,14,9,2,2,0,14
456528,2,14,9,2,2,2,0
298745,2,14,9,2,2,2,5
457762,2,14,9,2,2,2,10
638962,2,14,9,2,2,2,14
373826,2,14,9,2,2,3,0
413292,2,14,9,2,2,3,5
373507,2,14,9,2,2,3,10
191673,2,14,9,2,2,3,14
560522,2,14,9,2,2,5,0
336986,2,14,9,2,2,5,5
778423,2,14,9,2,2,5,10
126084,2,14,9,2,2,5,14
85625,2,14,9,2,3,0,0
468181,2,14,9,2,3,0,5
789205,2,14,9,2,3,0,10
543458,2,14,9,2,3,0,14
30711,2,14,9,2,3,2,0
333373,2,14,9,2,3,2,5
236559,2,14,9,2,3,2,10
23439,2,14,9,2,3,2,14
162723,2,14,9,2,3,3,0
238253,2,14,9,2,3,3,5
95033,2,14,9,2,3,3,10
803658,2,14,9,2,3,3,14
735361,2,14,9,2,3,5,0
606429,2,14,9,2,3,5,5
316960,2,14,9,2,3,5,10
910146,2,14,9,2,3,5,14
345940,2,14,9,2,4,0,0
245608,2,14,9,2,4,0,5
582839,2,14,9,2,4,0,10
585461,2,14,9,2,4,0,14
783304,2,14,9,2,4,2,0
110697,2,14,9,2,4,2,5
703739,2,14,9,2,4,2,10
481195,2,14,9,2,4,2,14
833845,2,14,9,2,4,3,0
568491,2,14,9,2,4,3,5
754649,2,14,9,2,4,3,10
352120,2,14,9,2,4,3,14
48090,2,14,9,2,4,5,0
683431,2,14,9,2,4,5,5
51207,2,14,9,2,4,5,10
944836,2,14,9,2,4,5,14
450383,2,14,9,3,2,0,0
106782,2,14,9,3,2,0,5
801358,2,14,9,3,2,0,10
548671,2,14,9,3,2,0,14
698215,2,14,9,3,2,2,0
560384,2,14,9,3,2,2,5
758302,2,14,9,3,2,2,10
741226,2,14,9,3,2,2,14
667886,2,14,9,3,2,3,0
564883,2,14,9,3,2,3,5
533368,2,14,9,3,2,3,10
773230,2,14,9,3,2,3,14
567271,2,14,9,3,2,5,0
749629,2,14,9,3,2,5,5
313721,2,14,9,3,2,5,10
913592,2,14,9,3,2,5,14
496265,2,14,9,3,3,0,0
160391,2,14,9,3,3,0,5
34772,2,14,9,3,3,0,10
128814,2,14,9,3,3,0,14
90382,2,14,9,3,3,2,0
525190,2,14,9,3,3,2,5
879073,2,14,9,3,3,2,10
298350,2,14,9,3,3,2,14
989396,2,14,9,3,3,3,0
325045,2,14,9,3,3,3,5
410813,2,14,9,3,3,3,10
553053,2,14,9,3,3,3,14
584869,2,14,9,3,3,5,0
686402,2,14,9,3,3,5,5
862326,2,14,9,3,3,5,10
734872,2,14,9,3,3,5,14
964643,2,14,9,3,4,0,0
516460,2,14,9,3,4,0,5
875410,2,14,9,3,4,0,10
961129,2,14,9,3,4,0,14
726267,2,14,9,3,4,2,0
708833,2,14,9,3,4,2,5
747892,2,14,9,3,4,2,10
453700,2,14,9,3,4,2,14
649830,2,14,9,3,4,3,0
844136,2,14,9,3,4,3,5
782150,2,14,9,3,4,3,10
804802,2,14,9,3,4,3,14
149585,2,14,9,3,4,5,0
819834,2,14,9,3,4,5,5
851108,2,14,9,3,4,5,10
308264,2,14,9,3,4,5,14
62766,2,14,9,4,2,0,0
372742,2,14,9,4,2,0,5
677740,2,14,9,4,2,0,10
226484,2,14,9,4,2,0,14
908152,2,14,9,4,2,2,0
859908,2,14,9,4,2,2,5
592516,2,14,9,4,2,2,10
691824,2,14,9,4,2,2,14
901740,2,14,9,4,2,3,0
191975,2,14,9,4,2,3,5
944129,2,14,9,4,2,3,10
911700,2,14,9,4,2,3,14
661295,2,14,9,4,2,5,0
662067,2,14,9,4,2,5,5
734566,2,14,9,4,2,5,10
875411,2,14,9,4,2,5,14
534015,2,14,9,4,3,0,0
906291,2,14,9,4,3,0,5
152240,2,14,9,4,3,0,10
89121,2,14,9,4,3,0,14
776447,2,14,9,4,3,2,0
894965,2,14,9,4,3,2,5
723674,2,14,9,4,3,2,10
574487,2,14,9,4,3,2,14
243711,2,14,9,4,3,3,0
937636,2,14,9,4,3,3,5
331217,2,14,9,4,3,3,10
827341,2,14,9,4,3,3,14
706356,2,14,9,4,3,5,0
539857,2,14,9,4,3,5,5
66700,2,14,9,4,3,5,10
171600,2,14,9,4,3,5,14
291488,2,14,9,4,4,0,0
578768,2,14,9,4,4,0,5
942568,2,14,9,4,4,0,10
683914,2,14,9,4,4,0,14
414739,2,14,9,4,4,2,0
382780,2,14,9,4,4,2,5
884873,2,14,9,4,4,2,10
296759,2,14,9,4,4,2,14
45149,2,14,9,4,4,3,0
718807,2,14,9,4,4,3,5
944140,2,14,9,4,4,3,10
100910,2,14,9,4,4,3,14
397382,2,14,9,4,4,5,0
226295,2,14,9,4,4,5,5
607484,2,14,9,4,4,5,10
532604,2,14,9,4,4,5,14
67646,2,14,9,5,2,0,0
368016,2,14,9,5,2,0,5
564675,2,14,9,5,2,0,10
789049,2,14,9,5,2,0,14
202984,2,14,9,5,2,2,0
831926,2,14,9,5,2,2,5
330807,2,14,9,5,2,2,10
117686,2,14,9,5,2,2,14
501956,2,14,9,5,2,3,0
227209,2,14,9,5,2,3,5
604794,2,14,9,5,2,3,10
483753,2,14,9,5,2,3,14
399611,2,14,9,5,2,5,0
886379,2,14,9,5,2,5,5
262070,2,14,9,5,2,5,10
101760,2,14,9,5,2,5,14
642575,2,14,9,5,3,0,0
207831,2,14,9,5,3,0,5
635243,2,14,9,5,3,0,10
269946,2,14,9,5,3,0,14
416683,2,14,9,5,3,2,0
952175,2,14,9,5,3,2,5
609239,2,14,9,5,3,2,10
240743,2,14,9,5,3,2,14
214573,2,14,9,5,3,3,0
63032,2,14,9,5,3,3,5
5853,2,14,9,5,3,3,10
298243,2,14,9,5,3,3,14
347984,2,14,9,5,3,5,0
835233,2,14,9,5,3,5,5
706104,2,14,9,5,3,5,10
570584,2,14,9,5,3,5,14
192773,2,14,9,5,4,0,0
460288,2,14,9,5,4,0,5
184331,2,14,9,5,4,0,10
582321,2,14,9,5,4,0,14
630659,2,14,9,5,4,2,0
298199,2,14,9,5,4,2,5
553185,2,14,9,5,4,2,10
666490,2,14,9,5,4,2,14
368373,2,14,9,5,4,3,0
897473,2,14,9,5,4,3,5
904234,2,14,9,5,4,3,10
708400,2,14,9,5,4,3,14
169400,2,14,9,5,4,5,0
193591,2,14,9,5,4,5,5
612216,2,14,9,5,4,5,10
216588,2,14,9,5,4,5,14
740451,2,14,14,1,2,0,0
230258,2,14,14,1,2,0,5
66048,2,14,14,1,2,0,10
499530,2,14,14,1,2,0,14
366082,2,14,14,1,2,2,0
420148,2,14,14,1,2,2,5
339020,2,14,14,1,2,2,10
242547,2,14,14,1,2,2,14
475055,2,14,14,1,2,3,0
910981,2,14,14,1,2,3,5
301922,2,14,14,1,2,3,10
659723,2,14,14,1,2,3,14
711519,2,14,14,1,2,5,0
6518,2,14,14,1,2,5,5
253168,2,14,14,1,2,5,10
282221,2,14,14,1,2,5,14
599222,2,14,14,1,3,0,0
155501,2,14,14,1,3,0,5
174623,2,14,14,1,3,0,10
423708,2,14,14,1,3,0,14
21586,2,14,14,1,3,2,0
279571,2,14,14,1,3,2,5
757028,2,14,14,1,3,2,10
852362,2,14,14,1,3,2,14
876543,2,14,14,1,3,3,0
325104,2,14,14,1,3,3,5
315641,2,14,14,1,3,3,10
809737,2,14,14,1,3,3,14
417615,2,14,14,1,3,5,0
212114,2,14,14,1,3,5,5
920717,2,14,14,1,3,5,10
211755,2,14,14,1,3,5,14
123133,2,14,14,1,4,0,0
197231,2,14,14,1,4,0,5
798473,2,14,14,1,4,0,10
242460,2,14,14,1,4,0,14
611163,2,14,14,1,4,2,0
225810,2,14,14,1,4,2,5
208252,2,14,14,1,4,2,10
998627,2,14,14,1,4,2,14
630929,2,14,14,1,4,3,0
500007,2,14,14,1,4,3,5
994484,2,14,14,1,4,3,10
615894,2,14,14,1,4,3,14
768972,2,14,14,1,4,5,0
358171,2,14,14,1,4,5,5
104369,2,14,14,1,4,5,10
889479,2,14,14,1,4,5,14
180232,2,14,14,2,2,0,0
763851,2,14,14,2,2,0,5
793200,2,14,14,2,2,0,10
660698,2,14,14,2,2,0,14
737841,2,14,14,2,2,2,0
417290,2,14,14,2,2,2,5
899263,2,14,14,2,2,2,10
351770,2,14,14,2,2,2,14
776814,2,14,14,2,2,3,0
891435,2,14,14,2,2,3,5
673963,2,14,14,2,2,3,10
614058,2,14,14,2,2,3,14
636649,2,14,14,2,2,5,0
229951,2,14,14,2,2,5,5
540125,2,14,14,2,2,5,10
168682,2,14,14,2,2,5,14
685438,2,14,14,2,3,0,0
502215,2,14,14,2,3,0,5
883088,2,14,14,2,3,0,10
305859,2,14,14,2,3,0,14
540082,2,14,14,2,3,2,0
266213,2,14,14,2,3,2,5
503794,2,14,14,2,3,2,10
345684,2,14,14,2,3,2,14
103891,2,14,14,2,3,3,0
424190,2,14,14,2,3,3,5
331227,2,14,14,2,3,3,10
418151,2,14,14,2,3,3,14
818921,2,14,14,2,3,5,0
952360,2,14,14,2,3,5,5
140414,2,14,14,2,3,5,10
605941,2,14,14,2,3,5,14
598529,2,14,14,2,4,0,0
357696,2,14,14,2,4,0,5
809718,2,14,14,2,4,0,10
838612,2,14,14,2,4,0,14
821822,2,14,14,2,4,2,0
146237,2,14,14,2,4,2,5
253062,2,14,14,2,4,2,10
648869,2,14,14,2,4,2,14
207854,2,14,14,2,4,3,0
360961,2,14,14,2,4,3,5
291566,2,14,14,2,4,3,10
347027,2,14,14,2,4,3,14
560480,2,14,14,2,4,5,0
310929,2,14,14,2,4,5,5
306466,2,14,14,2,4,5,10
4552,2,14,14,2,4,5,14
855409,2,14,14,3,2,0,0
775227,2,14,14,3,2,0,5
982677,2,14,14,3,2,0,10
202610,2,14,14,3,2,0,14
435380,2,14,14,3,2,2,0
644969,2,14,14,3,2,2,5
72420,2,14,14,3,2,2,10
669507,2,14,14,3,2,2,14
395852,2,14,14,3,2,3,0
302696,2,14,14,3,2,3,5
803793,2,14,14,3,2,3,10
942856,2,14,14,3,2,3,14
870169,2,14,14,3,2,5,0
109819,2,14,14,3,2,5,5
652350,2,14,14,3,2,5,10
518587,2,14,14,3,2,5,14
684154,2,14,14,3,3,0,0
622023,2,14,14,3,3,0,5
492545,2,14,14,3,3,0,10
142809,2,14,14,3,3,0,14
162162,2,14,14,3,3,2,0
989839,2,14,14,3,3,2,5
759955,2,14,14,3,3,2,10
496183,2,14,14,3,3,2,14
240269,2,14,14,3,3,3,0
456243,2,14,14,3,3,3,5
723318,2,14,14,3,3,3,10
693782,2,14,14,3,3,3,14
591962,2,14,14,3,3,5,0
958129,2,14,14,3,3,5,5
159245,2,14,14,3,3,5,10
59723,2,14,14,3,3,5,14
123101,2,14,14,3,4,0,0
942706,2,14,14,3,4,0,5
944831,2,14,14,3,4,0,10
275003,2,14,14,3,4,0,14
120699,2,14,14,3,4,2,0
111153,2,14,14,3,4,2,5
335728,2,14,14,3,4,2,10
772608,2,14,14,3,4,2,14
91821,2,14,14,3,4,3,0
81263,2,14,14,3,4,3,5
797145,2,14,14,3,4,3,10
804442,2,14,14,3,4,3,14
442138,2,14,14,3,4,5,0
635564,2,14,14,3,4,5,5
523705,2,14,14,3,4,5,10
645929,2,14,14,3,4,5,14
204971,2,14,14,4,2,0,0
74941,2,14,14,4,2,0,5
427849,2,14,14,4,2,0,10
255110,2,14,14,4,2,0,14
695787,2,14,14,4,2,2,0
295386,2,14,14,4,2,2,5
722582,2,14,14,4,2,2,10
260848,2,14,14,4,2,2,14
493450,2,14,14,4,2,3,0
151342,2,14,14,4,2,3,5
697730,2,14,14,4,2,3,10
517880,2,14,14,4,2,3,14
820978,2,14,14,4,2,5,0
71736,2,14,14,4,2,5,5
26754,2,14,14,4,2,5,10
1418,2,14,14,4,2,5,14
689204,2,14,14,4,3,0,0
228121,2,14,14,4,3,0,5
499465,2,14,14,4,3,0,10
602095,2,14,14,4,3,0,14
211847,2,14,14,4,3,2,0
778724,2,14,14,4,3,2,5
603875,2,14,14,4,3,2,10
894269,2,14,14,4,3,2,14
831587,2,14,14,4,3,3,0
306226,2,14,14,4,3,3,5
240889,2,14,14,4,3,3,10
650255,2,14,14,4,3,3,14
755539,2,14,14,4,3,5,0
836349,2,14,14,4,3,5,5
719215,2,14,14,4,3,5,10
829484,2,14,14,4,3,5,14
797556,2,14,14,4,4,0,0
250923,2,14,14,4,4,0,5
992033,2,14,14,4,4,0,10
365808,2,14,14,4,4,0,14
982314,2,14,14,4,4,2,0
813242,2,14,14,4,4,2,5
816487,2,14,14,4,4,2,10
425464,2,14,14,4,4,2,14
721351,2,14,14,4,4,3,0
299325,2,14,14,4,4,3,5
338377,2,14,14,4,4,3,10
362444,2,14,14,4,4,3,14
805303,2,14,14,4,4,5,0
750834,2,14,14,4,4,5,5
523956,2,14,14,4,4,5,10
540796,2,14,14,4,4,5,14
768165,2,14,14,5,2,0,0
265733,2,14,14,5,2,0,5
493469,2,14,14,5,2,0,10
875494,2,14,14,5,2,0,14
456276,2,14,14,5,2,2,0
637017,2,14,14,5,2,2,5
552900,2,14,14,5,2,2,10
900909,2,14,14,5,2,2,14
145120,2,14,14,5,2,3,0
543682,2,14,14,5,2,3,5
35112,2,14,14,5,2,3,10
91106,2,14,14,5,2,3,14
699307,2,14,14,5,2,5,0
674534,2,14,14,5,2,5,5
854497,2,14,14,5,2,5,10
879001,2,14,14,5,2,5,14
14374,2,14,14,5,3,0,0
38979,2,14,14,5,3,0,5
886236,2,14,14,5,3,0,10
765891,2,14,14,5,3,0,14
142056,2,14,14,5,3,2,0
35113,2,14,14,5,3,2,5
391299,2,14,14,5,3,2,10
802235,2,14,14,5,3,2,14
892420,2,14,14,5,3,3,0
546648,2,14,14,5,3,3,5
60616,2,14,14,5,3,3,10
567153,2,14,14,5,3,3,14
191590,2,14,14,5,3,5,0
275668,2,14,14,5,3,5,5
66030,2,14,14,5,3,5,10
935710,2,14,14,5,3,5,14
742553,2,14,14,5,4,0,0
716232,2,14,14,5,4,0,5
587195,2,14,14,5,4,0,10
394786,2,14,14,5,4,0,14
602822,2,14,14,5,4,2,0
575132,2,14,14,5,4,2,5
957109,2,14,14,5,4,2,10
561302,2,14,14,5,4,2,14
43115,2,14,14,5,4,3,0
789951,2,14,14,5,4,3,5
745643,2,14,14,5,4,3,10
608916,2,14,14,5,4,3,14
362036,2,14,14,5,4,5,0
103283,2,14,14,5,4,5,5
598881,2,14,14,5,4,5,10
890451,2,14,14,5,4,5,14
735815,2,20,1,1,1,0,0
447257,2,20,1,2,2,0,0
699692,2,20,1,3,3,0,0
40603,2,20,1,4,4,0,0
703157,2,20,1,5,5,0,0
112689,2,20,2,1,2,0,0
690519,2,20,2,1,2,0,5
300470,2,20,2,1,2,0,10
71929,2,20,2,1,2,0,14
976832,2,20,2,2,2,0,0
361744,2,20,2,2,2,0,5
396680,2,20,2,2,2,0,10
855195,2,20,2,2,2,0,14
733875,2,20,2,2,3,0,0
965753,2,20,2,2,3,0,5
170016,2,20,2,2,3,0,10
855186,2,20,2,2,3,0,14
558520,2,20,2,3,3,0,0
231666,2,20,2,3,3,0,5
12122,2,20,2,3,3,0,10
637571,2,20,2,3,3,0,14
373947,2,20,2,4,3,0,0
860273,2,20,2,4,3,0,5
720669,2,20,2,4,3,0,10
218338,2,20,2,4,3,0,14
378972,2,20,2,4,4,0,0
369648,2,20,2,4,4,0,5
389219,2,20,2,4,4,0,10
652824,2,20,2,4,4,0,14
275671,2,20,2,5,4,0,0
295699,2,20,2,5,4,0,5
435475,2,20,2,5,4,0,10
804751,2,20,2,5,4,0,14
215224,2,20,4,1,2,0,0
388815,2,20,4,1,2,0,5
293915,2,20,4,1,2,0,10
42314,2,20,4,1,2,0,14
869765,2,20,4,1,2,2,0
957038,2,20,4,1,2,2,5
19491,2,20,4,1,2,2,10
544165,2,20,4,1,2,2,14
57123,2,20,4,1,2,3,0
685357,2,20,4,1,2,3,5
860620,2,20,4,1,2,3,10
284000,2,20,4,1,2,3,14
657587,2,20,4,1,3,0,0
117630,2,20,4,1,3,0,5
807422,2,20,4,1,3,0,10
391996,2,20,4,1,3,0,14
780827,2,20,4,1,3,2,0
711729,2,20,4,1,3,2,5
743812,2,20,4,1,3,2,10
991130,2,20,4,1,3,2,14
367425,2,20,4,1,3,3,0
393287,2,20,4,1,3,3,5
320695,2,20,4,1,3,3,10
811903,2,20,4,1,3,3,14
634404,2,20,4,2,2,0,0
366361,2,20,4,2,2,0,5
792053,2,20,4,2,2,0,10
997173,2,20,4,2,2,0,14
994993,2,20,4,2,2,2,0
162490,2,20,4,2,2,2,5
61,2,20,4,2,2,2,10
216800,2,20,4,2,2,2,14
188176,2,20,4,2,2,3,0
792275,2,20,4,2,2,3,5
141053,2,20,4,2,2,3,10
414190,2,20,4,2,2,3,14
626447,2,20,4,2,3,0,0
208631,2,20,4,2,3,0,5
819550,2,20,4,2,3,0,10
398464,2,20,4,2,3,0,14
225108,2,20,4,2,3,2,0
989441,2,20,4,2,3,2,5
682807,2,20,4,2,3,2,10
789902,2,20,4,2,3,2,14
299760,2,20,4,2,3,3,0
906363,2,20,4,2,3,3,5
993406,2,20,4,2,3,3,10
471090,2,20,4,2,3,3,14
302191,2,20,4,2,4,0,0
125882,2,20,4,2,4,0,5
174321,2,20,4,2,4,0,10
512741,2,20,4,2,4,0,14
396660,2,20,4,2,4,2,0
259923,2,20,4,2,4,2,5
632030,2,20,4,2,4,2,10
152314,2,20,4,2,4,2,14
782700,2,20,4,2,4,3,0
912653,2,20,4,2,4,3,5
108534,2,20,4,2,4,3,10
17250,2,20,4,2,4,3,14
226756,2,20,4,3,2,0,0
703101,2,20,4,3,2,0,5
820833,2,20,4,3,2,0,10
24021,2,20,4,3,2,0,14
592191,2,20,4,3,2,2,0
423481,2,20,4,3,2,2,5
642532,2,20,4,3,2,2,10
328517,2,20,4,3,2,2,14
819156,2,20,4,3,2,3,0
564648,2,20,4,3,2,3,5
102626,2,20,4,3,2,3,10
520032,2,20,4,3,2,3,14
544579,2,20,4,3,3,0,0
835226,2,20,4,3,3,0,5
478356,2,20,4,3,3,0,10
537635,2,20,4,3,3,0,14
679789,2,20,4,3,3,2,0
230027,2,20,4,3,3,2,5
266797,2,20,4,3,3,2,10
844973,2,20,4,3,3,2,14
786197,2,20,4,3,3,3,0
844774,2,20,4,3,3,3,5
782280,2,20,4,3,3,3,10
157201,2,20,4,3,3,3,14
599897,2,20,4,3,4,0,0
793815,2,20,4,3,4,0,5
440830,2,20,4,3,4,0,10
763430,2,20,4,3,4,0,14
990942,2,20,4,3,4,2,0
575885,2,20,4,3,4,2,5
175139,2,20,4,3,4,2,10
223049,2,20,4,3,4,2,14
106111,2,20,4,3,4,3,0
853604,2,20,4,3,4,3,5
292881,2,20,4,3,4,3,10
356793,2,20,4,3,4,3,14
123382,2,20,4,4,2,0,0
936225,2,20,4,4,2,0,5
762095,2,20,4,4,2,0,10
213429,2,20,4,4,2,0,14
961367,2,20,4,4,2,2,0
85121,2,20,4,4,2,2,5
